code_module,code_presentation,id_student,gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,date_registration,unregistered,days_registered,avg_score,max_score,min_score,total_assessments,avg_days_submitted,banked_count,total_clicks,avg_clicks_per_day,active_days,first_activity,last_activity,activity_span,module_presentation_length,engagement_rate,score_range,completed_assessments_flag,struggle_flag,early_engager
AAA,2013J,57506,0,1,0.7777777777777778,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.44785276073619634,0,0.36634844868735084,0.74,0.8,0.68,0.17857142857142855,0.3673852573018081,0.0,0.05230183591736389,0.2896418454511518,0.3146853146853147,-10.0,243.0,0.8605442176870748,0.9714285714285706,0.04483014507202619,0.12,1,0,1
AAA,2013J,58873,1,2,0.22222222222222224,0,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5623721881390593,0,0.36634844868735084,0.7320000000000001,0.78,0.68,0.17857142857142855,0.3711404728789986,0.0,0.06867837741385463,0.2913960765840035,0.4195804195804196,-10.0,256.0,0.9047619047619048,0.9714285714285706,0.05886718064044682,0.09999999999999998,1,0,1
AAA,2013J,59185,0,1,0.6666666666666666,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5378323108384458,0,0.36634844868735084,0.7859999999999999,0.89,0.67,0.17857142857142855,0.3686369958275382,0.0,0.043697212419207744,0.2826728228805951,0.21328671328671328,-10.0,245.0,0.8673469387755102,0.9714285714285706,0.03745475350217806,0.21999999999999997,1,0,1
AAA,2013J,62155,1,3,0.5555555555555556,0,0.0,0.16666666666666669,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5194274028629857,0,0.36634844868735084,0.76,0.85,0.7000000000000001,0.17857142857142855,0.36175243393602224,0.0,0.1343431539712122,0.3056299784399159,0.5174825174825175,-10.0,265.0,0.9353741496598639,0.9714285714285706,0.11515127483246758,0.1499999999999999,1,0,1
AAA,2013J,63400,0,1,0.4444444444444444,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5214723926380369,0,0.36634844868735084,0.716,0.8300000000000001,0.42,0.17857142857142855,0.3698887343532684,0.0,0.10813275704825727,0.31753609687936657,0.6118881118881119,-10.0,268.0,0.945578231292517,0.9714285714285706,0.09268522032707766,0.4100000000000001,1,0,1
AAA,2013J,65002,1,2,0.7777777777777778,0,0.0,0.16666666666666669,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.2903885480572597,1,0.6957040572792363,0.67,0.68,0.66,0.14285714285714285,0.06415159944367177,2.0,0.006978865141361671,0.27812895069532234,0.045454545454545456,-10.0,215.0,0.7653061224489796,0.9714285714285706,0.005981884406881432,0.020000000000000018,1,0,1
AAA,2013J,70464,1,2,0.6666666666666666,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.46421267893660534,0,0.36634844868735084,0.556,0.61,0.38,0.17857142857142855,0.3554937413073713,0.0,0.041754232919624094,0.4545650766242176,0.16083916083916083,-10.0,248.0,0.8775510204081632,0.9714285714285706,0.03578934250253494,0.22999999999999998,1,0,1
AAA,2013J,71361,0,3,0.0,1,0.0,0.16666666666666669,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.39263803680981596,0,0.36634844868735084,0.804,0.86,0.75,0.17857142857142855,0.3686369958275382,0.0,0.09227169990879892,0.2828697850821745,0.47202797202797203,-10.0,243.0,0.8605442176870748,0.9714285714285706,0.07909002849325622,0.10999999999999999,1,0,1
AAA,2013J,74372,0,2,0.11111111111111113,1,0.0,0.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556237218813906,0,0.36634844868735084,0.485,0.67,0.18,0.14285714285714285,0.2957232267037552,0.0,0.00459970657044292,0.14257620452310718,0.04895104895104895,-5.0,213.0,0.7414965986394557,0.9714285714285706,0.0027598239422657518,0.49000000000000005,1,0,1
AAA,2013J,75091,0,2,0.3333333333333333,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.4396728016359919,0,0.36634844868735084,0.66,0.67,0.65,0.17857142857142855,0.36801112656467316,0.0,0.11717355961774853,0.34682284453416584,0.42657342657342656,-10.0,254.0,0.8979591836734694,0.9714285714285706,0.10043447967235587,0.020000000000000018,1,0,1
AAA,2013J,77367,0,2,0.3333333333333333,0,0.0,0.16666666666666669,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.6032719836400818,0,0.36634844868735084,0.7040000000000001,0.76,0.64,0.17857142857142855,0.3723922114047288,0.0,0.026963797137079186,0.22205531789831173,0.3006993006993007,-10.0,250.0,0.8843537414965986,0.9714285714285706,0.023111826117496445,0.12,1,0,1
AAA,2013J,91265,0,3,0.0,0,0.0,0.16666666666666669,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.5950920245398773,0,0.36634844868735084,0.708,0.75,0.5700000000000001,0.17857142857142855,0.3861613351877608,0.0,0.05924104841587692,0.2665572366542963,0.4370629370629371,-8.0,259.0,0.9081632653061225,0.9714285714285706,0.05077804149932307,0.17999999999999994,1,0,1
AAA,2013J,94961,0,1,0.7777777777777778,1,0.0,0.16666666666666669,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0.310838445807771,1,0.6551312649164678,0.6533333333333333,0.74,0.55,0.21428571428571427,0.30771905424200274,1.0,0.04916927713232087,0.2631523100103988,0.32517482517482516,-24.0,265.0,0.9829931972789115,0.9714285714285706,0.04214509468484645,0.18999999999999995,1,0,1
AAA,2013J,98094,0,1,0.7777777777777778,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4396728016359919,0,0.36634844868735084,0.606,0.62,0.59,0.17857142857142855,0.3454798331015299,0.0,0.10741900947698164,0.6210738685863634,0.3181818181818182,-10.0,264.0,0.9319727891156462,0.9714285714285706,0.09207343669455569,0.030000000000000027,1,0,1
AAA,2013J,100893,0,2,0.22222222222222224,0,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5316973415132925,0,0.36634844868735084,0.684,0.74,0.63,0.17857142857142855,0.37051460361613353,0.0,0.029501566279392523,0.2709494154921883,0.18181818181818182,-9.0,250.0,0.8809523809523809,0.9714285714285706,0.025287056810907874,0.10999999999999999,1,0,1
AAA,2013J,101781,0,1,0.888888888888889,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.44785276073619634,0,0.36634844868735084,0.726,0.84,0.64,0.17857142857142855,0.3642559109874826,0.0,0.16110868789404814,0.3938198489856449,0.5034965034965035,-10.0,268.0,0.945578231292517,0.9714285714285706,0.13809316105204125,0.19999999999999996,1,0,1
AAA,2013J,102806,0,2,0.3333333333333333,0,0.0,0.16666666666666669,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.4396728016359919,0,0.36634844868735084,0.78,0.86,0.6,0.17857142857142855,0.3698887343532684,0.0,0.07708473769776755,0.22027579798987004,0.6188811188811189,-10.0,267.0,0.9421768707482993,0.9714285714285706,0.06607263231237219,0.26,1,0,1
AAA,2013J,102952,0,3,0.6666666666666666,0,0.0,0.16666666666666669,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.45398773006134974,0,0.36634844868735084,0.766,0.8300000000000001,0.7000000000000001,0.17857142857142855,0.3686369958275382,0.0,0.04560053927594274,0.32514348723458397,0.20279720279720279,-3.0,246.0,0.846938775510204,0.9714285714285706,0.039086176522236636,0.13,1,0,1
AAA,2013J,104476,0,4,0.0,1,0.0,0.16666666666666669,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.4355828220858896,0,0.36634844868735084,0.7959999999999999,0.85,0.77,0.17857142857142855,0.38178025034770513,0.0,0.17332170189143106,0.3899336283185841,0.5629370629370629,-10.0,258.0,0.9115646258503401,0.9714285714285706,0.14856145876408375,0.07999999999999996,1,0,1
AAA,2013J,106247,0,3,0.888888888888889,1,0.0,0.16666666666666669,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0.6687116564417178,1,0.5692124105011933,0.6,0.67,0.47000000000000003,0.10714285714285714,0.23261474269819193,0.0,0.018438478924620326,0.2837961550198352,0.11538461538461539,12.0,150.0,0.4693877551020408,0.9714285714285706,0.015804410506817423,0.2,1,0,1
AAA,2013J,106577,0,1,0.22222222222222224,0,0.0,0.16666666666666669,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4396728016359919,0,0.36634844868735084,0.534,0.65,0.38,0.17857142857142855,0.37364394993045896,0.0,0.029065387208057417,0.2935169983582269,0.16433566433566432,-10.0,253.0,0.8945578231292517,0.9714285714285706,0.024913189035477783,0.27,1,0,1
AAA,2013J,110175,0,3,0.888888888888889,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4335378323108385,0,0.36634844868735084,0.634,0.6900000000000001,0.53,0.17857142857142855,0.3686369958275382,0.0,0.03957333756294857,0.2574885832967827,0.24475524475524477,-10.0,242.0,0.8571428571428571,0.9714285714285706,0.033920003625384484,0.16000000000000003,1,0,1
AAA,2013J,111717,1,3,1.0,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5705521472392638,0,0.36634844868735084,0.81,0.8300000000000001,0.8,0.10714285714285714,0.36926286509040335,0.0,0.0919941314088584,0.3485734032483435,0.4755244755244755,-10.0,249.0,0.8809523809523809,0.9714285714285706,0.07885211263616433,0.030000000000000027,1,0,1
AAA,2013J,113295,0,1,0.6666666666666666,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6053169734151329,0,0.36634844868735084,0.7759999999999999,0.81,0.75,0.17857142857142855,0.38052851182197495,0.0,0.14072722946984417,0.3137570394207562,0.6818181818181818,-9.0,261.0,0.9183673469387755,0.9714285714285706,0.12062333954558072,0.06000000000000005,1,0,1
AAA,2013J,114017,1,4,0.11111111111111113,1,0.0,0.16666666666666669,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5991820040899796,0,0.36634844868735084,0.718,0.76,0.66,0.17857142857142855,0.366759388038943,0.0,0.03001705063642492,0.290004980270467,0.17482517482517482,-9.0,257.0,0.9047619047619048,0.9714285714285706,0.025728900545507073,0.09999999999999998,1,0,1
AAA,2013J,114999,0,3,0.6666666666666666,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5194274028629857,0,0.36634844868735084,0.728,0.8,0.54,0.17857142857142855,0.374269819193324,0.0,0.053848288988461085,0.23564115911851466,0.4195804195804196,-10.0,264.0,0.9319727891156462,0.9714285714285706,0.04615567627582379,0.26,1,0,1
AAA,2013J,116541,0,3,0.0,0,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5194274028629857,0,0.36634844868735084,0.624,0.76,0.5,0.17857142857142855,0.39930458970792765,0.0,0.07478488441254609,0.3247133363176199,0.3776223776223776,0.0,242.0,0.8231292517006802,0.9714285714285706,0.06410132949646807,0.26,1,0,1
AAA,2013J,116692,0,2,0.7777777777777778,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5930470347648262,0,0.36634844868735084,0.742,0.78,0.72,0.17857142857142855,0.3554937413073713,0.0,0.04393512827629962,0.3152832712062146,0.34265734265734266,-10.0,228.0,0.8095238095238095,0.9714285714285706,0.03765868137968539,0.06000000000000005,1,0,1
AAA,2013J,118983,0,3,0.3333333333333333,0,0.0,0.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4560327198364008,0,0.36634844868735084,0.618,0.73,0.45,0.17857142857142855,0.3698887343532684,0.0,0.011261350569015425,0.2264211113768636,0.0944055944055944,-10.0,268.0,0.945578231292517,0.9714285714285706,0.007507567046010283,0.27999999999999997,1,0,1
AAA,2013J,123044,0,2,0.4444444444444444,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.49079754601227,0,0.36634844868735084,0.7140000000000001,0.75,0.68,0.17857142857142855,0.37364394993045896,0.0,0.08077243348269163,0.3004424778761062,0.44405594405594406,-10.0,247.0,0.8741496598639455,0.9714285714285706,0.06923351441373568,0.06999999999999995,1,0,1
AAA,2013J,127582,1,2,0.4444444444444444,0,0.0,0.8333333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5950920245398773,0,0.36634844868735084,0.696,0.75,0.66,0.17857142857142855,0.38303198887343537,0.0,0.05166739363178556,0.2620675784392599,0.3111888111888112,-10.0,240.0,0.8503401360544217,0.9714285714285706,0.02818221470824667,0.08999999999999997,1,0,1
AAA,2013J,129955,0,2,0.5555555555555556,0,0.0,0.16666666666666669,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0.2556237218813906,1,0.7625298329355609,0.81,0.85,0.76,0.21428571428571427,0.11474269819193324,3.0,0.07486418969824339,0.3111352812247656,0.38461538461538464,-10.0,141.0,0.5136054421768708,0.9714285714285706,0.06416930545563719,0.08999999999999997,1,0,1
AAA,2013J,132976,1,1,0.888888888888889,1,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5051124744376279,0,0.36634844868735084,0.674,0.75,0.62,0.17857142857142855,0.3673852573018081,0.0,0.020619374281295847,0.30274802049371213,0.11188811188811189,-10.0,242.0,0.8571428571428571,0.9714285714285706,0.013746249520863897,0.13,1,0,1
AAA,2013J,134143,1,2,1.0,1,0.0,0.16666666666666669,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0.4621676891615542,0,0.36634844868735084,0.8440000000000001,0.87,0.81,0.17857142857142855,0.3673852573018081,0.0,0.10670526190570602,0.4185265253433286,0.4825174825174825,-10.0,268.0,0.945578231292517,0.9714285714285706,0.09146165306203373,0.05999999999999994,1,0,1
AAA,2013J,135335,1,1,0.22222222222222224,0,0.0,0.8333333333333333,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5991820040899796,1,0.43675417661097854,0.0,0.0,0.0,0.0,0.012517385257301809,0.0,0.002894642927951148,0.19000520562207182,0.04895104895104895,-24.0,24.0,0.16326530612244897,0.9714285714285706,0.0015788961425188082,0.0,0,0,1
AAA,2013J,135400,1,1,1.0,1,0.0,0.16666666666666669,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0.5930470347648262,1,0.5763723150357996,0.5314285714285715,0.72,0.43,0.25,0.3142757798529704,0.0,0.02406915420912804,0.2659248225707527,0.15034965034965034,-11.0,233.0,0.8299319727891156,0.9714285714285706,0.020630703607824034,0.29,1,0,1
AAA,2013J,137873,0,2,0.4444444444444444,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.25971370143149286,0,0.36634844868735084,0.802,0.87,0.72,0.17857142857142855,0.3642559109874826,0.0,0.2180498830247036,0.3453776920806195,0.6713286713286714,-10.0,250.0,0.8843537414965986,0.9714285714285706,0.18689989973546023,0.15000000000000002,1,0,1
AAA,2013J,141355,1,2,0.3333333333333333,0,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5337423312883436,0,0.36634844868735084,0.726,0.77,0.7000000000000001,0.17857142857142855,0.374269819193324,0.0,0.0722867679130814,0.27577339081763863,0.32167832167832167,-9.0,256.0,0.9013605442176871,0.9714285714285706,0.0361433839565407,0.06999999999999995,1,0,1
AAA,2013J,141377,0,2,1.0,0,0.0,1.0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0.4335378323108385,1,0.6515513126491648,0.48833333333333334,0.65,0.39,0.21428571428571427,0.3468358831710709,0.0,0.029977397993576273,0.26761061946902653,0.14335664335664336,-2.0,241.0,0.8265306122448979,0.9714285714285706,0.014988698996788136,0.26,1,0,1
AAA,2013J,142326,1,2,0.5555555555555556,1,0.0,0.16666666666666669,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5828220858895706,0,0.36634844868735084,0.736,0.8200000000000001,0.65,0.17857142857142855,0.3730180806675939,0.0,0.08410325548197788,0.2974629398482532,0.3321678321678322,-5.0,242.0,0.8401360544217686,0.9714285714285706,0.07208850469883818,0.17000000000000004,1,0,1
AAA,2013J,144801,1,3,0.888888888888889,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.5214723926380369,0,0.36634844868735084,0.688,0.79,0.61,0.17857142857142855,0.3717663421418637,0.0,0.2238391688806059,0.3083688408172184,0.6993006993006993,-10.0,267.0,0.9421768707482993,0.9714285714285706,0.19186214475480504,0.18000000000000005,1,0,1
AAA,2013J,145130,0,3,0.6666666666666666,0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5848670756646217,0,0.36634844868735084,0.544,0.75,0.37,0.17857142857142855,0.38303198887343537,0.0,0.01792299456758793,0.2684563758389262,0.12237762237762238,-10.0,261.0,0.9217687074829931,0.9714285714285706,0.01194866304505862,0.38,1,0,1
AAA,2013J,146188,1,2,0.22222222222222224,0,0.0,0.16666666666666669,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3885480572597137,0,0.36634844868735084,0.5,0.62,0.4,0.17857142857142855,0.3849095966620306,0.0,0.02367262778064158,0.2751659292035398,0.11188811188811189,-10.0,255.0,0.9013605442176871,0.9714285714285706,0.020290823811978498,0.21999999999999997,1,0,1
AAA,2013J,147756,0,1,0.6666666666666666,0,0.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.47034764826175873,0,0.36634844868735084,0.6866666666666668,0.8200000000000001,0.32,0.3214285714285714,0.3560500695410292,0.0,0.0608668067726714,0.23023848807559624,0.44405594405594406,-10.0,245.0,0.8673469387755102,0.9714285714285706,0.04057787118178093,0.5,1,0,1
AAA,2013J,147793,1,1,0.888888888888889,0,0.0,0.3333333333333333,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0.37627811860940696,1,0.6002386634844868,0.52,0.52,0.52,0.03571428571428571,0.11265646731571628,0.0,0.006146159641540108,0.3345564429095618,0.03146853146853147,-9.0,59.0,0.2312925170068027,0.9714285714285706,0.0046096197311550815,0.0,1,0,1
AAA,2013J,148993,1,2,0.3333333333333333,1,0.0,0.16666666666666669,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0.30265848670756645,1,0.7625298329355609,0.795,0.9,0.68,0.2857142857142857,0.3234961752433936,0.0,0.15115587453903803,0.26520843769132296,0.6923076923076923,-24.0,269.0,0.9965986394557823,0.9714285714285706,0.1295621781763183,0.21999999999999997,1,0,1
AAA,2013J,151358,1,2,0.888888888888889,0,0.0,0.6666666666666667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5685071574642128,0,0.36634844868735084,0.5,0.54,0.45,0.17857142857142855,0.35862308762169676,0.0,0.010706213569134383,0.26846972258128665,0.06993006993006994,2.0,242.0,0.8163265306122449,0.9714285714285706,0.006423728141480629,0.09000000000000002,1,0,1
AAA,2013J,155550,0,2,0.0,1,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.6257668711656442,0,0.36634844868735084,0.67,0.75,0.61,0.17857142857142855,0.3723922114047288,0.0,0.060351322415639,0.32145648087524026,0.28321678321678323,-10.0,243.0,0.8605442176870748,0.9714285714285706,0.0301756612078195,0.14,1,0,1
AAA,2013J,155854,1,2,0.22222222222222224,1,0.0,0.16666666666666669,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5480572597137015,0,0.36634844868735084,0.798,0.8200000000000001,0.78,0.17857142857142855,0.366759388038943,0.0,0.15785717118045917,0.36583684834449864,0.7062937062937062,-10.0,267.0,0.9421768707482993,0.9714285714285706,0.13530614672610786,0.040000000000000036,1,0,1
AAA,2013J,155984,1,1,0.7777777777777778,0,0.0,0.16666666666666669,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5276073619631902,1,0.6706443914081146,0.7814285714285714,0.85,0.67,0.25,0.3227697198489966,0.0,0.10488124033466831,0.29041041744438834,0.46853146853146854,-24.0,243.0,0.9081632653061225,0.9714285714285706,0.08989820600114426,0.17999999999999994,1,0,1
AAA,2013J,157568,1,2,1.0,0,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5521472392638037,0,0.36634844868735084,0.706,0.81,0.59,0.17857142857142855,0.39930458970792765,0.0,0.055711963202347434,0.32211472327938007,0.3041958041958042,-9.0,241.0,0.8503401360544217,0.9714285714285706,0.047753111316297794,0.22000000000000008,1,0,1
AAA,2013J,159954,0,2,0.4444444444444444,1,0.0,0.16666666666666669,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0.5644171779141105,1,0.568019093078759,0.682,0.75,0.65,0.17857142857142855,0.14207232267037553,2.0,0.08176374955390776,0.28160166065770786,0.43356643356643354,-24.0,201.0,0.7653061224489796,0.9714285714285706,0.07008321390334951,0.09999999999999998,1,0,1
AAA,2013J,164259,0,2,0.7777777777777778,0,0.0,0.16666666666666669,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5276073619631902,0,0.36634844868735084,0.718,0.8200000000000001,0.58,0.17857142857142855,0.3686369958275382,0.0,0.018478131567468973,0.1725478579627504,0.17832167832167833,-10.0,263.0,0.9285714285714285,0.9714285714285706,0.015838398486401974,0.2400000000000001,1,0,1
AAA,2013J,167906,1,2,0.4444444444444444,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.41922290388548056,0,0.36634844868735084,0.6940000000000001,0.8200000000000001,0.58,0.17857142857142855,0.3786509040333797,0.0,0.05987549070145525,0.25947246327004037,0.34615384615384615,-10.0,258.0,0.9115646258503401,0.9714285714285706,0.051321849172675925,0.2400000000000001,1,0,1
AAA,2013J,168936,1,1,0.11111111111111113,1,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5930470347648262,0,0.36634844868735084,0.664,0.79,0.54,0.17857142857142855,0.3698887343532684,0.0,0.029541218922241166,0.2183086209927914,0.14685314685314685,0.0,257.0,0.8741496598639455,0.9714285714285706,0.025321044790492426,0.25,1,0,1
AAA,2013J,172112,0,3,0.0,1,0.0,0.16666666666666669,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.556237218813906,0,0.36634844868735084,0.696,0.75,0.6,0.17857142857142855,0.3917941585535466,0.0,0.07688647448352433,0.2461878340803189,0.47202797202797203,-10.0,263.0,0.9285714285714285,0.9714285714285706,0.06590269241444942,0.15000000000000002,1,0,1
AAA,2013J,172797,1,2,0.0,1,0.0,0.16666666666666669,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.5664621676891616,0,0.36634844868735084,0.614,0.67,0.54,0.17857142857142855,0.3723922114047288,0.0,0.07066100955628693,0.37999786757650067,0.3006993006993007,-10.0,268.0,0.945578231292517,0.9714285714285706,0.06056657961967451,0.13,1,0,1
AAA,2013J,174782,0,3,1.0,2,0.0,0.16666666666666669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.32719836400818,0,0.36634844868735084,0.804,0.8300000000000001,0.77,0.17857142857142855,0.36363004172461755,0.0,0.2500495658035608,0.33965495882235713,0.8706293706293706,-10.0,268.0,0.945578231292517,0.9714285714285706,0.21432819926019497,0.06000000000000005,1,0,1
